subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://qudt.org/vocab/quantitykind/Density;CEON;MWO;;http://purls.helmholtz-metadaten.de/mwo/Density;Density;Density;1.0;=;
http://w3id.org/CEON/ontology/actor/Organisation;CEON;MWO;;http://nfdi.fiz-karlsruhe.de/ontology/Organization;Organisation;Organization;1.0;=;
http://w3id.org/CEON/ontology/actor/Organisation;CEON;MWO;;http://schema.org/Organization;Organisation;Organization;1.0;=;
http://w3id.org/CEON/ontology/actor/Person;CEON;MWO;;http://nfdi.fiz-karlsruhe.de/ontology/Person;Person;Person;1.0;=;
http://w3id.org/CEON/ontology/actor/Person;CEON;MWO;;http://schema.org/Person;Person;Person;1.0;=;
http://w3id.org/CEON/ontology/location/hasPostalCode;CEON;MWO;;http://purls.helmholtz-metadaten.de/mwo/hasPostalCode;hasPostalCode;hasPostalCode;1.0;=;
http://w3id.org/CEON/ontology/material/ChemicalElement;CEON;MWO;;http://purls.helmholtz-metadaten.de/mwo/ChemicalElement;ChemicalElement;ChemicalElement;1.0;=;
http://w3id.org/CEON/ontology/material/Material;CEON;MWO;;http://emmo.info/emmo#EMMO_4207e895_8b83_4318_996a_72cfb32acd94;Material;EMMO_4207e895_8b83_4318_996a_72cfb32acd94;1.0;=;
http://w3id.org/CEON/ontology/material/Material;CEON;MWO;;http://purls.helmholtz-metadaten.de/mwo/Material;Material;Material;1.0;=;
http://w3id.org/CEON/ontology/material/Material;CEON;MWO;;https://w3id.org/mdo/core/Material;Material;Material;1.0;=;
http://w3id.org/CEON/ontology/resourceODP/hasPart;CEON;MWO;;https://w3id.org/scholarlydata/ontology/conference-ontology.owl#hasPart;hasPart;hasPart;1.0;=;
http://www.w3.org/ns/prov#Role;CEON;MWO;;http://purl.obolibrary.org/obo/BFO_0000023;Role;BFO_0000023;1.0;=;
