subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://qudt.org/schema/qudt/hasQuantityKind;CEON;MDO;;http://qudt.org/schema/qudt/hasQuantityKind;hasQuantityKind;hasQuantityKind;1.0;=;
http://qudt.org/schema/qudt/numericValue;CEON;MDO;;http://qudt.org/schema/qudt/numericalValue;numericValue;numericalValue;1.0;=;
http://qudt.org/schema/qudt/Quantity;CEON;MDO;;http://qudt.org/schema/qudt/Quantity;Quantity;Quantity;1.0;=;
http://qudt.org/schema/qudt/QuantityKind;CEON;MDO;;http://qudt.org/schema/qudt/QuantityKind;QuantityKind;QuantityKind;1.0;=;
http://qudt.org/schema/qudt/QuantityValue;CEON;MDO;;http://qudt.org/schema/qudt/QuantityValue;QuantityValue;QuantityValue;1.0;=;
http://qudt.org/schema/qudt/quantityValue;CEON;MDO;;http://qudt.org/schema/qudt/quantityValue;quantityValue;quantityValue;1.0;=;
http://qudt.org/schema/qudt/Unit;CEON;MDO;;http://qudt.org/schema/qudt/Unit;Unit;Unit;1.0;=;
http://w3id.org/CEON/ontology/material/anonymousFormula;CEON;MDO;;https://w3id.org/mdo/structure/AnonymousFormula;anonymousFormula;AnonymousFormula;1.0;=;
http://w3id.org/CEON/ontology/material/descriptiveFormula;CEON;MDO;;https://w3id.org/mdo/structure/DescriptiveFormula;descriptiveFormula;DescriptiveFormula;1.0;=;
http://w3id.org/CEON/ontology/material/hillFormula;CEON;MDO;;https://w3id.org/mdo/structure/HillFormula;hillFormula;HillFormula;1.0;=;
http://w3id.org/CEON/ontology/material/Material;CEON;MDO;;https://w3id.org/mdo/core/Material;Material;Material;1.0;=;
http://w3id.org/CEON/ontology/material/reducedChemicalFormula;CEON;MDO;;https://w3id.org/mdo/structure/ReducedFormula;reducedChemicalFormula;ReducedFormula;1.0;=;
