subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://w3id.org/CEON/ontology/energy/Biofuel;CEON;BiOnto;;http://ontorion.com/namespace#Biofuel;Biofuel;Biofuel;1.0;=;
http://w3id.org/CEON/ontology/energy/Biogas;CEON;BiOnto;;http://ontorion.com/namespace#Biogas;Biogas;Biogas;1.0;=;
http://w3id.org/CEON/ontology/energy/Biomass;CEON;BiOnto;;http://ontorion.com/namespace#Biomas;Biomass;Biomas;1.0;=;
http://w3id.org/CEON/ontology/process/Catalyst;CEON;BiOnto;;http://ontorion.com/namespace#Catalyst;Catalyst;Catalyst;1.0;=;
http://w3id.org/CEON/ontology/material/Cellulose;CEON;BiOnto;;http://ontorion.com/namespace#Cellulose;Cellulose;Cellulose;1.0;=;
http://w3id.org/CEON/ontology/material/ChemicalElement;CEON;BiOnto;;http://ontorion.com/namespace#ChemicalElement;ChemicalElement;ChemicalElement;1.0;=;
http://w3id.org/CEON/ontology/energy/Coal;CEON;BiOnto;;http://ontorion.com/namespace#Coal;Coal;Coal;1.0;=;
http://w3id.org/CEON/ontology/energy/Energy;CEON;BiOnto;;http://ontorion.com/namespace#Energy;Energy;Energy;1.0;=;
http://w3id.org/CEON/ontology/energy/EnergySource;CEON;BiOnto;;http://ontorion.com/namespace#EnergySource;EnergySource;EnergySource;1.0;=;
http://www.w3.org/ns/prov#Entity;CEON;BiOnto;;http://ontorion.com/namespace#Entity;Entity;Entity;1.0;=;
http://w3id.org/CEON/ontology/processODP/Event;CEON;BiOnto;;http://ontorion.com/namespace#Event;Event;Event;1.0;=;
http://w3id.org/CEON/ontology/energy/FossilFuel;CEON;BiOnto;;http://ontorion.com/namespace#FossilFuel;FossilFuel;FossilFuel;1.0;=;
http://w3id.org/CEON/ontology/resourceODP/hasPart;CEON;BiOnto;;http://ontorion.com/namespace#hasPart;hasPart;hasPart;1.0;=;
http://w3id.org/CEON/ontology/processODP/hasPart;CEON;BiOnto;;http://ontorion.com/namespace#hasPart;hasPart;hasPart;1.0;=;
http://w3id.org/CEON/ontology/resourceODP/Information;CEON;BiOnto;;http://ontorion.com/namespace#Information;Information;Information;1.0;=;
http://w3id.org/CEON/ontology/material/Iron;CEON;BiOnto;;http://ontorion.com/namespace#Iron;Iron;Iron;1.0;=;
http://w3id.org/CEON/ontology/process/ManufacturingProcess;CEON;BiOnto;;http://ontorion.com/namespace#Manufacturing;ManufacturingProcess;Manufacturing;1.0;=;
http://w3id.org/CEON/ontology/material/Material;CEON;BiOnto;;http://ontorion.com/namespace#Material;Material;Material;1.0;=;
http://w3id.org/CEON/ontology/full/Material;CEON;BiOnto;;https://github.com/linmor-sys/BCAO.owl#Material;Material;Material;1.0;=;
http://w3id.org/CEON/ontology/energy/NaturalGas;CEON;BiOnto;;http://ontorion.com/namespace#NaturalGas;NaturalGas;NaturalGas;1.0;=;
http://w3id.org/CEON/ontology/material/Nickel;CEON;BiOnto;;http://ontorion.com/namespace#Nickel;Nickel;Nickel;1.0;=;
http://w3id.org/CEON/ontology/actor/Organisation;CEON;BiOnto;;http://ontorion.com/namespace#Organization;Organisation;Organization;1.0;=;
http://w3id.org/CEON/ontology/actor/Person;CEON;BiOnto;;http://ontorion.com/namespace#Person;Person;Person;1.0;=;
http://w3id.org/CEON/ontology/energy/Petroleum;CEON;BiOnto;;http://ontorion.com/namespace#Petroleum;Petroleum;Petroleum;1.0;=;
http://w3id.org/CEON/ontology/processODP/Plan;CEON;BiOnto;;http://ontorion.com/namespace#Plan;Plan;Plan;1.0;=;
http://w3id.org/CEON/ontology/processODP/Process;CEON;BiOnto;;http://ontorion.com/namespace#Proces;Process;Proces;1.0;=;
http://w3id.org/CEON/ontology/process/ProductionProcess;CEON;BiOnto;;http://ontorion.com/namespace#Production;ProductionProcess;Production;1.0;=;
http://qudt.org/schema/qudt/Quantity;CEON;BiOnto;;http://ontorion.com/namespace#Quantity;Quantity;Quantity;1.0;=;
http://w3id.org/CEON/ontology/process/RecycleProcess;CEON;BiOnto;;http://ontorion.com/namespace#Recycling;RecycleProcess;Recycling;1.0;=;
http://w3id.org/CEON/ontology/product/Regulation;CEON;BiOnto;;http://ontorion.com/namespace#Regulation;Regulation;Regulation;1.0;=;
http://w3id.org/CEON/ontology/energy/RenewableEnergy;CEON;BiOnto;;http://ontorion.com/namespace#RenewableEnergy;RenewableEnergy;RenewableEnergy;1.0;=;
http://w3id.org/CEON/ontology/resourceODP/Resource;CEON;BiOnto;;http://ontorion.com/namespace#Resource;Resource;Resource;1.0;=;
http://w3id.org/CEON/ontology/process/ServiceProcess;CEON;BiOnto;;http://ontorion.com/namespace#Service;ServiceProcess;Service;1.0;=;
http://w3id.org/CEON/ontology/value/ValueProposition;CEON;BiOnto;;http://ontorion.com/namespace#ValueProposition;ValueProposition;ValueProposition;1.0;=;
